H001046,Martin_Heinrich,M,NM,J,D,2009,202-224-5521,http://www.heinrich.senate.gov,http://www.heinrich.senate.gov/contact/write-martin,MartinHeinrich,137523189213
H001061,John_Hoeven,M,ND,S,R,2011,202-224-2551,http://www.hoeven.senate.gov,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,SenJohnHoeven,194483057244478
H001069,Heidi_Heitkamp,F,ND,J,D,2013,202-224-2043,http://www.heitkamp.senate.gov,http://www.heitkamp.senate.gov/public/index.cfm/email-heidi,SenatorHeitkamp,501810613175643
I000024,James_M._Inhofe,M,OK,S,R,1987,202-224-4721,http://www.inhofe.senate.gov,http://www.inhofe.senate.gov/contact,InhofePress,55018309421
I000055,John_H._Isakson,M,GA,S,R,1999,202-224-3643,http://www.isakson.senate.gov,http://www.isakson.senate.gov/public/index.cfm/email-me,SenatorIsakson,None
J000293,Ron_Johnson,M,WI,S,R,2011,202-224-5323,http://www.ronjohnson.senate.gov,http://www.ronjohnson.senate.gov/public/index.cfm/contact,SenRonJohnson,186181661410703
K000360,Mark_Steven_Kirk,M,IL,J,R,2001,202-224-2854,http://www.kirk.senate.gov,http://www.kirk.senate.gov/?p=comment_on_legislation,SenatorKirk,116381528428230
K000367,Amy_Jean_Klobuchar,F,MN,S,D,2007,202-224-3244,http://www.klobuchar.senate.gov,http://www.klobuchar.senate.gov/public/email-amy,None,None
K000383,Angus_King,M,ME,J,I,2013,202-224-5344,http://www.king.senate.gov,http://www.king.senate.gov/contact,SenAngusKing,142803045874943
K000384,Timothy_Kaine,M,VA,J,D,2013,202-224-4024,http://www.kaine.senate.gov,http://www.kaine.senate.gov/contact,SenKaineOffice,482778861771212
L000174,Patrick_J._Leahy,M,VT,S,D,1975,202-224-4242,http://www.leahy.senate.gov,https://www.leahy.senate.gov/contact/,SenatorLeahy,178569152181267
L000575,James_Lankford,M,OK,J,R,2011,202-224-5754,http://www.lankford.senate.gov,None,RepLankford,130873066975024
L000577,Mike_Lee,M,UT,J,R,2011,202-224-5444,http://www.lee.senate.gov,http://www.lee.senate.gov/public/index.cfm/contact,SenMikeLee,178081365556898
M000133,Edward_J._Markey,M,MA,J,D,1975,202-224-2742,http://www.markey.senate.gov,http://www.markey.senate.gov/contact,MarkeyMemo,6846731378
M000303,John_S._McCain,M,AZ,S,R,1983,202-224-2235,http://www.mccain.senate.gov,http://www.mccain.senate.gov/public/index.cfm/contact-form,SenJohnMcCain,6425923706
M000355,Mitch_McConnell,M,KY,S,R,1985,202-224-2541,http://www.mcconnell.senate.gov,http://www.mcconnell.senate.gov/public/index.cfm?p=ContactForm,McConnellPress,mitchmcconnell
M000639,Robert_Menéndez,M,NJ,S,D,1993,202-224-4744,http://menendez.senate.gov,http://www.menendez.senate.gov/contact,SenatorMenendez,349744811357
M000702,Barbara_A._Mikulski,F,MD,S,D,1977,202-224-4654,http://www.mikulski.senate.gov,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm,SenatorBarb,142890125771427
M000934,Jerry_Moran,M,KS,J,R,1997,202-224-6521,http://www.moran.senate.gov,http://www.moran.senate.gov/public/index.cfm/e-mail-jerry,JerryMoran,171578807105
M001111,Patty_Murray,F,WA,S,D,1993,202-224-2621,http://www.murray.senate.gov,http://www.murray.senate.gov/public/index.cfm/contactme,PattyMurray,None
M001153,Lisa_A._Murkowski,F,AK,S,R,2003,202-224-6665,http://www.murkowski.senate.gov,http://www.murkowski.senate.gov/public/index.cfm?p=EMailLisa,LisaMurkowski,25271170290
M001169,Christopher_S._Murphy,M,CT,J,D,2007,202-224-4041,http://www.murphy.senate.gov,http://www.murphy.senate.gov/contact,ChrisMurphyCT,19437978960
M001170,Claire_McCaskill,F,MO,S,D,2007,202-224-6154,http://www.mccaskill.senate.gov,http://www.mccaskill.senate.gov/?p=contact,McCaskillOffice,131498087618
M001176,Jeff_Merkley,M,OR,J,D,2009,202-224-3753,http://www.merkley.senate.gov,http://www.merkley.senate.gov/contact/,SenJeffMerkley,74374931545
M001183,Joe_Manchin,M,WV,S,D,2010,202-224-3954,http://www.manchin.senate.gov,http://www.manchin.senate.gov/public/index.cfm/contact-form,Sen_JoeManchin,10150135395755161
N000032,Bill_Nelson,M,FL,S,D,1979,202-224-5274,http://www.billnelson.senate.gov,http://www.billnelson.senate.gov/contact-bill,SenBillNelson,None
P000449,Robert_J._Portman,M,OH,J,R,1993,202-224-3353,http://www.portman.senate.gov,https://www.portman.senate.gov/public/index.cfm/contact-form,SenRobPortman,45243961073
P000595,Gary_C._Peters,M,MI,J,D,2009,202-224-6221,http://www.peters.senate.gov,None,RepGaryPeters,88851604323
P000603,Rand_Paul,M,KY,J,R,2011,202-224-4343,http://www.paul.senate.gov,http://www.paul.senate.gov/?p=contact,SenRandPaul,161355253917286
P000612,David_Perdue,M,GA,J,R,2015,202-224-3521,http://www.perdue.senate.gov,None,sendavidperdue,none
R000122,John_F._Reed,M,RI,S,D,1991,202-224-4642,http://www.reed.senate.gov,http://www.reed.senate.gov/contact/,SenJackReed,213866375370646
R000146,Harry_M._Reid,M,NV,S,D,1983,202-224-3542,http://www.reid.senate.gov,http://www.reid.senate.gov/contact,SenatorReid,360249323990357
R000307,Pat_Roberts,M,KS,S,R,1981,202-224-4774,http://www.roberts.senate.gov,http://www.roberts.senate.gov/public/index.cfm?p=EmailPat,SenPatRoberts,205694792808927
R000584,James_Risch,M,ID,J,R,2009,202-224-2752,http://www.risch.senate.gov,http://www.risch.senate.gov/public/index.cfm?p=Email,SenatorRisch,None
R000595,Marco_Rubio,M,FL,J,R,2011,202-224-3041,http://www.rubio.senate.gov,http://www.rubio.senate.gov/public/index.cfm/contact,SenRubioPress,178910518800987
R000605,Mike_Rounds,M,SD,J,R,2015,202-224-5842,http://www.rounds.senate.gov,None,SenatorRounds,none
S000033,Bernard_Sanders,M,VT,J,I,1991,202-224-5141,http://www.sanders.senate.gov,http://www.sanders.senate.gov/contact/comment,SenSanders,9124187907
S000148,Charles_E._Schumer,M,NY,S,D,1981,202-224-6542,http://www.schumer.senate.gov,http://www.schumer.senate.gov/Contact/contact_chuck.cfm,SenSchumer,15771239406
S000320,Richard_C._Shelby,M,AL,S,R,1979,202-224-5744,http://www.shelby.senate.gov,http://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,SenShelby,50850514797
S000770,Debbie_Ann_Stabenow,F,MI,S,D,1997,202-224-4822,http://www.stabenow.senate.gov,http://www.stabenow.senate.gov/?p=contact,SenStabenow,None
S001141,Jefferson_B._Sessions,M,AL,J,R,1997,202-224-4124,http://www.sessions.senate.gov,http://www.sessions.senate.gov/public/index.cfm/contact-jeff,SenatorSessions,23444159584
S001181,Jeanne_Shaheen,F,NH,S,D,2009,202-224-2841,http://www.shaheen.senate.gov,http://www.shaheen.senate.gov/contact/,SenatorShaheen,127503767282103
S001184,Tim_Scott,M,SC,J,R,2011,202-224-6121,http://www.scott.senate.gov,http://www.scott.senate.gov/contact/email-me,SenatorTimScott,163207553711385
S001194,Brian_Emanuel_Schatz,M,HI,S,D,2012,202-224-3934,http://www.schatz.senate.gov,http://www.schatz.senate.gov/contact,SenBrianSchatz,357806137657533
S001197,Benjamin_Eric_Sasse,M,NE,J,R,2015,202-224-4224,http://www.sasse.senate.gov,None,SenSasse,none
S001198,Dan_Sullivan,M,AK,J,R,2015,202-224-3004,http://www.sullivan.senate.gov,None,SenDanSullivan,none
T000250,John_Thune,M,SD,S,R,1997,202-224-2321,http://www.thune.senate.gov,http://www.thune.senate.gov/public/index.cfm/contact,SenJohnThune,None
T000461,Patrick_J._Toomey,M,PA,J,R,1999,202-224-4254,http://www.toomey.senate.gov,http://www.toomey.senate.gov/?p=contact,SenToomey,189274047751251
T000464,Jon_Tester,M,MT,S,D,2007,202-224-2644,http://www.tester.senate.gov,http://www.tester.senate.gov/?p=email_senator,SenatorTester,210573031664
T000476,Thom_Tillis,M,NC,J,R,2015,202-224-6342,http://www.tillis.senate.gov,None,senthomtillis,1576257352609470
U000039,Tom_S._Udall,M,NM,S,D,1999,202-224-6621,http://www.tomudall.senate.gov,http://www.tomudall.senate.gov/?p=contact,SenatorTomUdall,106433512869
V000127,David_Vitter,M,LA,S,R,1999,202-224-4623,http://www.vitter.senate.gov,http://www.vitter.senate.gov/contact/email-senator-vitter,None,None
W000437,Roger_F._Wicker,M,MS,J,R,1995,202-224-6253,http://www.wicker.senate.gov,http://www.wicker.senate.gov/public/index.cfm/contact,SenatorWicker,SenatorWicker
W000779,Ron_Wyden,M,OR,S,D,1981,202-224-5244,http://www.wyden.senate.gov,http://www.wyden.senate.gov/contact,RonWyden,None
W000802,Sheldon_Whitehouse,M,RI,J,D,2007,202-224-2921,http://www.whitehouse.senate.gov,http://www.whitehouse.senate.gov/contact,SenWhitehouse,194172833926853
W000805,Mark_Warner,M,VA,S,D,2009,202-224-2023,http://www.warner.senate.gov,http://www.warner.senate.gov/public//index.cfm?p=ContactPage#form_f9db6196-2dc7-4cda-8add-f8435a71318a,MarkWarner,7935122852
W000817,Elizabeth_Warren,F,MA,S,D,2013,202-224-4543,http://www.warren.senate.gov,http://www.warren.senate.gov/?p=email_senator#thisForm,SenWarren,131559043673264
