B001269,Lou_Barletta,M,PA,11,R,2011,202-225-6511,http://barletta.house.gov,https://barletta.house.gov/contact/email-me,RepLouBarletta,192357174108435
B001270,Karen_Bass,F,CA,37,D,2011,202-225-7084,http://bass.house.gov,https://bass.house.gov/contact-me/email-me,RepKarenBass,190867440939405
B001271,Dan_Benishek,M,MI,1,R,2011,202-225-4735,http://benishek.house.gov,https://benishek.house.gov/contact-me/email-me,CongressmanDan,124163654317596
B001273,Diane_Black,F,TN,6,R,2011,202-225-4231,http://black.house.gov,https://black.house.gov/contact-me/email-me,RepDianeBlack,186436274719648
B001274,Mo_Brooks,M,AL,5,R,2011,202-225-4801,http://brooks.house.gov,https://brooks.house.gov/email-me,RepMoBrooks,155220881193244
B001275,Larry_Bucshon,M,IN,8,R,2011,202-225-4636,http://bucshon.house.gov,https://bucshon.house.gov/contact-me/email-me,RepLarryBucshon,135670516492974
B001278,Suzanne_Bonamici,F,OR,1,D,2012,202-225-0855,http://bonamici.house.gov,https://bonamici.house.gov/contact-me/email-me,RepBonamici,252633384817156
B001281,Joyce_Beatty,F,OH,3,D,2013,202-225-4324,http://beatty.house.gov,https://beattyforms.house.gov/forms/writeyourrep/,RepBeatty,RepJoyceBeatty
B001282,Garland_Barr,M,KY,6,R,2013,202-225-4706,http://barr.house.gov,https://barr.house.gov/contact/email-me,RepAndyBarr,457461137635018
B001283,Jim_Bridenstine,M,OK,1,R,2013,202-225-2211,http://bridenstine.house.gov,https://bridenstineforms.house.gov/forms/writeyourrep/,RepJBridenstine,460003650715961
B001284,Susan_W._Brooks,F,IN,5,R,2013,202-225-2276,http://susanwbrooks.house.gov,https://susanwbrooks.house.gov/contact/email-me,SusanWBrooks,517697358277175
B001285,Julia_Brownley,F,CA,26,D,2013,202-225-5811,http://juliabrownley.house.gov,https://juliabrownley.house.gov/contact/email-me,JuliaBrownley26,330504617051234
B001286,Cheri_Bustos,F,IL,17,D,2013,202-225-5905,http://bustos.house.gov,http://bustos.house.gov/contact,RepCheri,581909665168588
B001287,Ami_Bera,M,CA,7,D,2013,202-225-5716,http://bera.house.gov,https://beraforms.house.gov/forms/writeyourrep/,RepBera,528662157146886
B001289,Bradley_Byrne,M,AL,1,R,2014,202-225-4931,http://byrne.house.gov,https://byrne.house.gov/contact/email-me,RepByrne,1374832002773142
B001290,David_Alan_Brat,M,VA,7,R,2014,202-225-2815,http://brat.house.gov,http://brat.house.gov/contact,none,none
B001291,Brian_Babin,M,TX,36,R,2015,202-225-1555,https://babin.house.gov,None,RepBrianBabin,none
B001292,Donald_Beyer,M,VA,8,D,2015,202-225-4376,https://beyer.house.gov,None,none,none
B001293,Mike_Bishop,M,MI,8,R,2015,202-225-4872,https://mikebishop.house.gov,None,RepMikeBishop,none
B001294,Rod_Blum,M,IA,1,R,2015,202-225-2911,https://blum.house.gov,None,RepRodBlum,none
B001295,Mike_Bost,M,IL,12,R,2015,202-225-5661,https://bost.house.gov,None,RepBost,none
B001296,Brendan_Boyle,M,PA,13,D,2015,202-225-6111,https://boyle.house.gov,None,RepBrendanBoyle,none
B001297,Ken_Buck,M,CO,4,R,2015,202-225-4676,https://buck.house.gov,None,RepKenBuck,none
C000059,Ken_S._Calvert,M,CA,42,R,1993,202-225-1986,http://calvert.house.gov,https://calvert.house.gov/contactform/,KenCalvert,70063393423
C000266,Steve_J._Chabot,M,OH,1,R,1995,202-225-2216,http://chabot.house.gov,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,RepSteveChabot,204705339555378
C000537,James_E._Clyburn,M,SC,6,D,1993,202-225-3315,http://clyburn.house.gov,https://clyburn.house.gov/contact-me/email-me,Clyburn,127744320598870
C000714,John_Conyers,M,MI,13,D,1965,202-225-5126,http://conyers.house.gov,https://conyers.house.gov/index.cfm/online-contact-form,RepJohnConyers,206947066849
C000754,Jim_Cooper,M,TN,5,D,1983,202-225-4311,http://cooper.house.gov,https://cooper.house.gov/contact/email-me,RepJimCooper,JimCooper
C000984,Elijah_E._Cummings,M,MD,7,D,1996,202-225-4741,http://cummings.house.gov,https://cummings.house.gov/contact-me/email-me,RepCummings,291368465380
C001036,Lois_Capps,F,CA,24,D,1998,202-225-3601,http://capps.house.gov,https://capps.house.gov/contact-me/email-me,RepLoisCapps,168989481141
C001037,Michael_E._Capuano,M,MA,7,D,1999,202-225-5111,http://capuano.house.gov,http://www.house.gov/capuano/contact/email.shtml,None,151168844937573
C001038,Joseph_Crowley,M,NY,14,D,1999,202-225-3965,http://crowley.house.gov,https://crowley.house.gov/contact-me/email-me,RepJoeCrowley,176197712425090
C001045,Ander_Crenshaw,M,FL,4,R,2001,202-225-2501,http://crenshaw.house.gov,https://forms.house.gov/write/crenshaw/email-me.shtml,AnderCrenshaw,200388204657
C001048,John_Abney_Culberson,M,TX,7,R,2001,202-225-2571,http://culberson.house.gov,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,CongCulberson,1751723339
C001049,Wm._Lacy_Clay,M,MO,1,D,2001,202-225-2406,http://lacyclay.house.gov,http://lacyclay.house.gov/contact-form/,None,109135405838588
C001051,John_R._Carter,M,TX,31,R,2003,202-225-3864,http://carter.house.gov,https://carter.house.gov/email-john2,JudgeCarter,1287257083
C001053,Tom_Cole,M,OK,4,R,2003,202-225-6165,http://cole.house.gov,https://coleforms.house.gov/contact/default.aspx,TomColeOK04,146497782066300
C001059,Jim_Costa,M,CA,16,D,2005,202-225-3341,http://costa.house.gov,http://www.house.gov/formcosta/issue.htm,RepJimCosta,RepJimCosta
C001061,Emanuel_Cleaver,M,MO,5,D,2005,202-225-4535,http://cleaver.house.gov,https://cleaver.house.gov/contact/email-me,RepCleaver,7954512692
C001062,K._Michael_Conaway,M,TX,11,R,2005,202-225-3605,http://conaway.house.gov,https://conaway.house.gov/forms/writeyourrep/default.aspx,ConawayTX11,203482063021985
C001063,Henry_Cuellar,M,TX,28,D,2005,202-225-1640,http://cuellar.house.gov,https://cuellar.house.gov/forms/writeyourrep/default.aspx,RepCuellar,152569121550
C001066,Kathy_Castor,F,FL,14,D,2007,202-225-3376,http://castor.house.gov,https://castor.house.gov/contact/contactform.htm,USRepKCastor,181810465190906
C001067,Yvette_D._Clarke,F,NY,9,D,2007,202-225-6231,http://clarke.house.gov,https://clarke.house.gov/contact/email-me,YvetteClarke,135031389892682
C001068,Steve_Cohen,M,TN,9,D,2007,202-225-3265,http://cohen.house.gov,https://cohen.house.gov/contact-me/email-me,RepCohen,111456965545421
C001069,Joe_Courtney,M,CT,2,D,2007,202-225-2076,http://courtney.house.gov,https://courtney.house.gov/email-joe1,RepJoeCourtney,330408799230
C001072,André_Carson,M,IN,7,D,2008,202-225-4011,http://carson.house.gov,https://carson.house.gov/contact/email-me,RepAndreCarson,123884330964019
C001076,Jason_Chaffetz,M,UT,3,R,2009,202-225-7751,http://chaffetz.house.gov,https://chaffetz.house.gov/contact-me/email-me,JasonInTheHouse,390419731073316
C001077,Mike_Coffman,M,CO,6,R,2009,202-225-7882,http://coffman.house.gov,https://coffman.house.gov/contact/email-me,RepMikeCoffman,366142384492
C001078,Gerald_E._Connolly,M,VA,11,D,2009,202-225-1492,http://connolly.house.gov,https://forms.house.gov/connolly/contact-form.shtml,GerryConnolly,177164035838
C001080,Judy_M._Chu,F,CA,27,D,2009,202-225-5464,http://chu.house.gov,http://chu.house.gov/connect-with-me/email-judy,RepJudyChu,41228315130
C001083,John_C._Carney,M,DE,0,D,2011,202-225-4165,http://johncarney.house.gov,https://forms.house.gov/carney/webforms/email-me.shtml,JohnCarneyde,156024857781159
C001084,David_N._Cicilline,M,RI,1,D,2011,202-225-4911,http://cicilline.house.gov,https://cicilline.house.gov/contact-me/email-me,RepCicilline,186949061341027
C001087,Eric_A._Crawford,M,AR,1,R,2011,202-225-4076,http://crawford.house.gov,http://crawford.house.gov/contact/,RepRickCrawford,143344975723788
C001090,Matthew_A._Cartwright,M,PA,17,D,2013,202-225-5546,http://cartwright.house.gov,https://cartwrightforms.house.gov/forms/writeyourrep/,RepCartwright,248507065275406
C001091,Joaquin_Castro,M,TX,20,D,2013,202-225-3236,http://castro.house.gov,https://castro.house.gov/contact/email-me,JoaquinCastrotx,326420614138023
C001092,Chris_Collins,M,NY,27,R,2013,202-225-5265,http://chriscollins.house.gov,https://chriscollins.house.gov/contact/email-me,RepChrisCollins,467047586692268
C001093,Doug_Collins,M,GA,9,R,2013,202-225-9893,http://dougcollins.house.gov,https://dougcollins.house.gov/email-me,RepDougCollins,505646972800006
C001094,Paul_Cook,M,CA,8,R,2013,202-225-5861,http://cook.house.gov,https://cook.house.gov/contact/email-me,RepPaulCook,464458413604093
C001096,Kevin_Cramer,M,ND,0,R,2013,202-225-2611,http://cramer.house.gov,https://cramer.house.gov/contact/email-me,RepKevinCramer,498751820147706
C001097,Tony_Cárdenas,M,CA,29,D,2013,202-225-6131,http://cardenas.house.gov,https://cardenas.house.gov/contact/email-me,RepCardenas,485493954794945
C001101,Katherine_M._Clark,F,MA,5,D,2013,202-225-2836,http://katherineclark.house.gov,https://katherineclark.house.gov/index.cfm/email-me,RepKClark,1408040802774787
C001102,Curtis_Clawson,M,FL,19,R,2014,202-225-2536,http://clawson.house.gov,None,RepCurtClawson,none
C001103,Buddy_Carter,M,GA,1,R,2015,202-225-5831,https://buddycarter.house.gov,None,RepBuddyCarter,none
C001105,Barbara_Comstock,F,VA,10,R,2015,202-225-5136,https://comstock.house.gov,None,RepComstock,none
C001106,Ryan_Costello,M,PA,6,R,2015,202-225-4315,https://costello.house.gov,None,RepRyanCostello,none
C001107,Carlos_Curbelo,M,FL,26,R,2015,202-225-2778,https://curbelo.house.gov,None,RepCurbelo,none
D000096,Danny_K._Davis,M,IL,7,D,1997,202-225-5006,http://www.davis.house.gov,https://davis.house.gov/email-me,RepDannyDavis,280757931935749
D000191,Peter_A._DeFazio,M,OR,4,D,1987,202-225-6416,http://defazio.house.gov,https://defazio.house.gov/contact/email-me,RepPeterDeFazio,94324364811
D000197,Diana_L._DeGette,F,CO,1,D,1997,202-225-4431,http://degette.house.gov,https://degette.house.gov/contact/send-me-an-email/email-me,RepDianaDeGette,110757973488
D000216,Rosa_L._DeLauro,F,CT,3,D,1991,202-225-3661,http://delauro.house.gov,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,RosaDeLauro,181302611907634
D000399,Lloyd_A._Doggett,M,TX,35,D,1995,202-225-4865,http://doggett.house.gov,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,RepLloydDoggett,154050553704
D000482,Michael_F._Doyle,M,PA,14,D,1995,202-225-2135,http://doyle.house.gov,https://doyle.house.gov/contact-me/email-me,USRepMikeDoyle,79663724861
D000533,John_J._Duncan,M,TN,2,R,1988,202-225-5435,http://duncan.house.gov,https://duncan.house.gov/contact-me/email-me,RepJohnDuncanJr,102385999834718
D000598,Susan_A._Davis,F,CA,53,D,2001,202-225-2040,http://susandavis.house.gov,https://susandavisforms.house.gov/forms/writeyourrep/,RepSusanDavis,103767526332478
D000600,Mario_Diaz-Balart,M,FL,25,R,2003,202-225-4211,http://mariodiazbalart.house.gov,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,MarioDB,119538428117878
D000604,Charles_W._Dent,M,PA,15,R,2005,202-225-6411,http://dent.house.gov,https://dent.house.gov/?p=ContactForm,None,69862092533
D000610,Theodore_E._Deutch,M,FL,21,D,2010,202-225-3001,http://teddeutch.house.gov,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,RepTedDeutch,112179098816942
D000612,Jeff_Denham,M,CA,10,R,2011,202-225-4540,http://denham.house.gov,https://denham.house.gov/contact-me/email-me,RepJeffDenham,133714040028137
D000613,Bob_Dold,M,IL,10,R,2011,202-225-4835,https://dold.house.gov,None,RepDold,131680867001
D000614,Sean_P._Duffy,M,WI,7,R,2011,202-225-3365,http://duffy.house.gov,http://duffy.house.gov/contact,RepSeanDuffy,119657691436457
D000615,Jeff_Duncan,M,SC,3,R,2011,202-225-5301,http://jeffduncan.house.gov,https://jeffduncan.house.gov/contact-me/email-me,RepJeffDuncan,187268144624279
D000616,Scott_DesJarlais,M,TN,4,R,2011,202-225-6831,http://desjarlais.house.gov,http://desjarlais.house.gov/contact/email-me,DesJarlaisTN04,ScottDesJarlaisTN04
D000617,Suzan_K._DelBene,F,WA,1,D,2012,202-225-6311,http://delbene.house.gov,http://delbene.house.gov/contact-me/email-me,RepDelBene,483962224987343
D000619,Rodney_Davis,M,IL,13,R,2013,202-225-2371,http://rodneydavis.house.gov,https://rodneydavisforms.house.gov/contact/,RodneyDavis,323631667743052
D000620,John_K._Delaney,M,MD,6,D,2013,202-225-2721,http://delaney.house.gov,https://delaney.house.gov/contact/email-me,RepJohnDelaney,324527257655694
D000621,Ron_DeSantis,M,FL,6,R,2013,202-225-2706,http://desantis.house.gov,https://desantis.house.gov/contact/email-me,RepDeSantis,464253846966014
D000622,Tammy_Duckworth,F,IL,8,D,2013,202-225-3711,http://duckworth.house.gov,https://duckworth.house.gov/contact/email-me,RepDuckworth,112300955610529
D000623,Mark_DeSaulnier,M,CA,11,D,2015,202-225-2095,https://desaulnier.house.gov,None,RepDeSaulnier,none
D000624,Debbie_Dingell,F,MI,12,D,2015,202-225-4071,https://debbiedingell.house.gov,None,RepDebDingell,none
E000179,Eliot_L._Engel,M,NY,16,D,1989,202-225-2464,http://engel.house.gov,https://engel.house.gov/write-your-rep1,RepEliotEngel,103355984852
E000215,Anna_G._Eshoo,F,CA,18,D,1993,202-225-8104,http://eshoo.house.gov,https://eshoo.house.gov/email-me/,RepAnnaEshoo,174979964227
E000288,Keith_Maurice_Ellison,M,MN,5,D,2007,202-225-4755,http://ellison.house.gov,http://ellison.house.gov/contact,KeithEllison,7997462059
E000290,Donna_F._Edwards,F,MD,4,D,2008,202-225-8699,http://donnaedwards.house.gov,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,RepDonnaEdwards,107297211756
E000291,Renee_L._Ellmers,F,NC,2,R,2011,202-225-4531,http://ellmers.house.gov,https://ellmersforms.house.gov/contact-us1,RepReneeEllmers,167641493275000
E000293,Elizabeth_H._Esty,F,CT,5,D,2013,202-225-4476,http://esty.house.gov,http://esty.house.gov/contact,RepEsty,292076514228382
E000294,Tom_Emmer,M,MN,6,R,2015,202-225-2331,https://emmer.house.gov,None,RepTomEmmer,none
F000030,Sam_Farr,M,CA,20,D,1993,202-225-2861,http://www.farr.house.gov,https://forms.house.gov/farr/webforms/issue_subscribe.html,RepSamFarr,7018136294
F000043,Chaka_Fattah,M,PA,2,D,1995,202-225-4001,http://fattah.house.gov,https://fattahforms.house.gov/contact-rep-fattah,ChakaFattah,165961823475034
F000372,Rodney_P._Frelinghuysen,M,NJ,11,R,1995,202-225-5034,http://frelinghuysen.house.gov,https://frelinghuysenforms.house.gov/contact-form,USRepRodney,191509977669708
F000445,J._Randy_Forbes,M,VA,4,R,2001,202-225-6365,http://forbes.house.gov,https://forbes.house.gov/contact/contactform.htm,Randy_Forbes,356330225020
F000448,Trent_Franks,M,AZ,8,R,2003,202-225-4576,http://franks.house.gov,https://franks.house.gov/contact-me/email-me,RepTrentFranks,209486545087
F000449,Jeff_Lane_Fortenberry,M,NE,1,R,2005,202-225-4806,http://fortenberry.house.gov,https://fortenberry.house.gov/contact-me1,JeffFortenberry,48426842354
F000450,Virginia_Foxx,F,NC,5,R,2005,202-225-2071,http://foxx.house.gov,https://foxx.house.gov/forms/writeyourrep/?zip5=&zip4=,VirginiaFoxx,RepVirginiaFoxx
F000451,Michael_G._Fitzpatrick,M,PA,8,R,2005,202-225-4276,http://fitzpatrick.house.gov,https://fitzpatrick.house.gov/contact-me/email-me,RepFitzpatrick,132077153521454
F000454,Bill_Foster,M,IL,11,D,2008,202-225-3515,http://foster.house.gov,https://foster.house.gov/contact/email-me,RepBillFoster,102918290599
F000455,Marcia_L._Fudge,F,OH,11,D,2008,202-225-7032,http://fudge.house.gov,https://fudgeforms.house.gov/contact-form,RepMarciaFudge,279006440801
F000456,John_Fleming,M,LA,4,R,2009,202-225-2777,http://fleming.house.gov,https://fleming.house.gov/contact/contactform.htm,RepFleming,372154186772
F000458,Stephen_Lee_Fincher,M,TN,8,R,2011,202-225-4714,http://fincher.house.gov,https://fincher.house.gov/contact/email-me#.U06uR_ldWVo,RepFincherTN08,128861763849209
F000459,Charles_J._Fleischmann,M,TN,3,R,2011,202-225-3271,http://fleischmann.house.gov,https://fleischmann.house.gov/contact-me/email-me,RepChuck,189998554345168
F000460,Blake_Farenthold,M,TX,27,R,2011,202-225-7742,http://farenthold.house.gov,http://farentholdforms.house.gov/contact/email.htm,Farenthold,186894244673001
F000461,Bill_Flores,M,TX,17,R,2011,202-225-6105,http://flores.house.gov,https://billflores.house.gov/contact/,RepBillFlores,146176682102245
F000462,Lois_Frankel,F,FL,22,D,2013,202-225-9890,http://frankel.house.gov,https://frankel.house.gov/contact/email-me,RepLoisFrankel,138220153003017
G000289,Bob_W._Goodlatte,M,VA,6,R,1993,202-225-5431,http://goodlatte.house.gov,http://goodlatte.house.gov/contacts/new,RepGoodlatte,6459789414
G000377,Kay_Granger,F,TX,12,R,1997,202-225-5071,http://kaygranger.house.gov,http://kaygranger.house.gov/contact-kay/email-me,RepKayGranger,49640749719
G000410,Gene_Eugene_Green,M,TX,29,D,1993,202-225-1688,http://green.house.gov,https://green.house.gov/contact-me/email-me,RepGeneGreen,128735131872
G000535,Luis_V._Gutiérrez,M,IL,4,D,1993,202-225-8203,http://gutierrez.house.gov,http://gutierrezforms.house.gov/contact/,LuisGutierrez,91052833204
G000546,Sam_B._Graves,M,MO,6,R,2001,202-225-7041,http://graves.house.gov,https://gravesforms.house.gov/email-sam,None,118514606128
G000548,Scott_Garrett,M,NJ,5,R,2003,202-225-4465,http://garrett.house.gov,https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321,RepGarrett,6756553401
G000551,Raúl_M._Grijalva,M,AZ,3,D,2003,202-225-2435,http://grijalva.house.gov,https://grijalvaforms.house.gov/email-raul,RepraulGrijalva,73539896233
G000552,Louie_B._Gohmert,M,TX,1,R,2005,202-225-3035,http://gohmert.house.gov,http://gohmert.house.gov/contact/,RepLouieGohmert,50375006903
G000553,Al_Green,M,TX,9,D,2005,202-225-7508,http://algreen.house.gov,https://algreen.house.gov/contact-me/email-me,RepAlGreen,136237609724391
G000556,Alan_Grayson,M,FL,9,D,2009,202-225-9889,http://grayson.house.gov,https://grayson.house.gov/contact/email-me,None,None
G000558,Brett_Guthrie,M,KY,2,R,2009,202-225-3501,http://guthrie.house.gov,http://brettguthrieforms.house.gov/contact/,RepGuthrie,None
G000559,John_Garamendi,M,CA,3,D,2009,202-225-1880,http://garamendi.house.gov,https://garamendi.house.gov/contact-me/email-me,RepGaramendi,182567716746
G000560,Tom_Graves,M,GA,14,R,2010,202-225-5211,http://tomgraves.house.gov,http://tomgraves.house.gov/contact/,RepTomGraves,104548906262119
G000563,Bob_Gibbs,M,OH,7,R,2011,202-225-6265,http://gibbs.house.gov,https://gibbs.house.gov/contact-me/email-me,RepBobGibbs,191159267565100
G000564,Christopher_P._Gibson,M,NY,19,R,2011,202-225-5614,http://gibson.house.gov,http://gibson.house.gov/contact/,RepChrisGibson,190238567659779
G000565,Paul_A._Gosar,M,AZ,4,R,2011,202-225-2315,http://gosar.house.gov,https://gosar.house.gov/contact-me/email-me,RepGosar,104329699641957
G000566,Trey_Gowdy,M,SC,4,R,2011,202-225-6030,http://gowdy.house.gov,https://gowdy.house.gov/forms/writeyourrep/default.aspx,TGowdySC,143059759084016
G000568,H._Morgan_Griffith,M,VA,9,R,2011,202-225-3861,http://morgangriffith.house.gov,https://morgangriffith.house.gov/contact/contactform.htm,RepMGriffith,141893975868919
G000570,Frank_Guinta,M,NH,1,R,2011,202-225-5456,https://guinta.house.gov,None,RepFrankGuinta,None
G000571,Tulsi_Gabbard,F,HI,2,D,2013,202-225-4906,http://gabbard.house.gov,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,TulsiPress,392284484191405
G000574,Ruben_Gallego,M,AZ,7,D,2015,202-225-4065,https://rubengallego.house.gov,None,RepRubenGallego,none
G000575,Gwen_Graham,F,FL,2,D,2015,202-225-5235,https://graham.house.gov,None,RepGwenGraham,none
G000576,Glenn_Grothman,M,WI,6,R,2015,202-225-2476,https://grothman.house.gov,None,none,none
G000577,Garret_Graves,M,LA,6,R,2015,202-225-3901,https://garretgraves.house.gov,None,RepGarretGraves,none
H000324,Alcee_L._Hastings,M,FL,20,D,1993,202-225-1313,http://alceehastings.house.gov,https://alceehastings.house.gov/forms/writeyourrep/?zip5=33407&zip4=3224,RepHastingsFL,95696782238
H000636,Rubén_E._Hinojosa,M,TX,15,D,1997,202-225-2531,http://hinojosa.house.gov,https://hinojosa.house.gov/contact-me/email-me,USRepRHinojosa,402891225161
H000874,Steny_H._Hoyer,M,MD,5,D,1981,202-225-4131,http://hoyer.house.gov,https://hoyer.house.gov/email-steny,WhipHoyer,282861997886
H001034,Michael_M._Honda,M,CA,17,D,2001,202-225-2631,http://honda.house.gov,http://honda.house.gov/contact,RepMikeHonda,15675385380
H001036,Jeb_Hensarling,M,TX,5,R,2003,202-225-3484,http://hensarling.house.gov,https://hensarling.house.gov/contact/email-me,RepHensarling,7875604788
H001038,Brian_M._Higgins,M,NY,26,D,2005,202-225-3306,http://higgins.house.gov,http://higgins.house.gov/contact/email-brian,RepBrianHiggins,88144056440
H001045,Gregg_Harper,M,MS,3,R,2009,202-225-5031,http://harper.house.gov,https://harperforms.house.gov/forms/writeyourrep/,GreggHarper,48248435938
H001047,James_A._Himes,M,CT,4,D,2009,202-225-5541,http://himes.house.gov,https://himes.house.gov/contact-me/email-me,JAHimes,85767418619
H001048,Duncan_D._Hunter,M,CA,50,R,2009,202-225-5672,http://hunter.house.gov,https://hunter.house.gov/contact-me/email-me,Rep_Hunter,79072979038
H001051,Richard_L._Hanna,M,NY,22,R,2011,202-225-3665,http://hanna.house.gov,https://hanna.house.gov/email-me,RepRichardHanna,172284859480630
H001052,Andy_Harris,M,MD,1,R,2011,202-225-5311,http://harris.house.gov,https://harris.house.gov/contact-me/email-me,RepAndyHarrisMD,508912729153334
H001053,Vicky_Hartzler,F,MO,4,R,2011,202-225-2876,http://hartzler.house.gov,https://hartzler.house.gov/contact-me/email-me,RepHartzler,183580061667324
H001055,Joseph_J._Heck,M,NV,3,R,2011,202-225-3252,http://heck.house.gov,https://heck.house.gov/contact-me,RepJoeHeck,155211751194624
H001056,Jaime_Herrera Beutler,F,WA,3,R,2011,202-225-3536,http://herrerabeutler.house.gov,http://herrerabeutler.house.gov/contact/,HerreraBeutler,177551525610164
H001057,Tim_Huelskamp,M,KS,1,R,2011,202-225-2715,http://huelskamp.house.gov,https://huelskamp.house.gov/contact/email-me,CongHuelskamp,congressmanhuelskamp
H001058,Bill_Huizenga,M,MI,2,R,2011,202-225-4401,http://huizenga.house.gov,http://huizenga.house.gov/contact/,RepHuizenga,145764842143763
H001059,Randy_Hultgren,M,IL,14,R,2011,202-225-2976,http://hultgren.house.gov,https://hultgren.house.gov/contact/email-randy,RepHultgren,186221644739359
H001060,Robert_Hurt,M,VA,5,R,2011,202-225-4711,http://hurt.house.gov,https://hurt.house.gov/index.cfm/email-me,RepRobertHurt,120068161395562
H001063,Janice_Hahn,F,CA,44,D,2011,202-225-8220,http://hahn.house.gov,https://hahn.house.gov/contact-me/email-me,Rep_JaniceHahn,256471267712118
H001064,Denny_Heck,M,WA,10,D,2013,202-225-9740,http://dennyheck.house.gov,https://dennyheck.house.gov/contact/email-me,RepDennyHeck,547907568553615
H001065,George_Holding,M,NC,13,R,2013,202-225-3032,http://holding.house.gov,https://holding.house.gov/contact/email-me,RepHolding,384164668340890
H001067,Richard_Hudson,M,NC,8,R,2013,202-225-3715,http://hudson.house.gov,https://hudson.house.gov/email-me,RepRichHudson,212153802255530
H001068,Jared_Huffman,M,CA,2,D,2013,202-225-5161,http://huffman.house.gov,https://huffman.house.gov/contact/email-me,RepHuffman,200227780116038
H001070,Cresent_Hardy,M,NV,4,R,2015,202-225-9894,https://hardy.house.gov,None,none,none
H001071,Jody_Hice,M,GA,10,R,2015,202-225-4101,https://hice.house.gov,None,congressmanhice,none
